[General]
AudioFilename: virtual

[Metadata]
Title:squartatrice
Artist:美樹さやか vs. 美樹さやか (fw. 美樹さやか)
Creator:inava
Version:53
Tags:mahou shoujo madoka magica bms of fighters

[Events]
//Background and Video events
0,0,"night.jpg",0,0
Sample,31499,0,"tp1_32.ogg",100
Sample,31499,0,"tp2_14.ogg",70
Sample,31583,0,"roop_a_4.ogg",70
Sample,31666,0,"tp2_17.ogg",70
Sample,31666,0,"ride.ogg",70
Sample,31666,0,"roop_a_1.ogg",70
Sample,31666,0,"tp2_07.ogg",70
Sample,31749,0,"roop_a_2.ogg",70
Sample,31833,0,"roop_a_3.ogg",70
Sample,31833,0,"tp2_14.ogg",70
Sample,31833,0,"tp1_32.ogg",100
Sample,31916,0,"roop_a_4.ogg",70
Sample,31999,0,"roop_b_02.ogg",70
Sample,31999,0,"roop_a_1.ogg",70
Sample,31999,0,"tp2_17.ogg",70
Sample,31999,0,"ride.ogg",70
Sample,32083,0,"roop_a_2.ogg",70
Sample,32166,0,"tp2_18.ogg",70
Sample,32166,0,"tp2_07.ogg",70
Sample,32166,0,"alp_a_066.ogg",100
Sample,32166,0,"roop_a_3.ogg",70
Sample,32249,0,"roop_a_4.ogg",70
Sample,32333,0,"tp2_17.ogg",70
Sample,32333,0,"roop_a_1.ogg",70
Sample,32333,0,"ride.ogg",70
Sample,32416,0,"roop_a_2.ogg",70
Sample,32499,0,"tp2_14.ogg",70
Sample,32499,0,"roop_a_3.ogg",70
Sample,32499,0,"alp_a_070.ogg",100
Sample,32583,0,"roop_a_4.ogg",70
Sample,32666,0,"tp2_17.ogg",70
Sample,32666,0,"ride.ogg",70
Sample,32666,0,"tp2_08.ogg",70
Sample,32666,0,"roop_a_1.ogg",70
Sample,32750,0,"alp_a_073.ogg",100
Sample,32750,0,"roop_a_2.ogg",70
Sample,32833,0,"roop_a_3.ogg",70
Sample,32833,0,"tp2_14.ogg",70
Sample,32916,0,"roop_a_4.ogg",70
Sample,33000,0,"bd.ogg",100
Sample,33000,0,"alp_a_076.ogg",100
Sample,33000,0,"tp2_17.ogg",70
Sample,33000,0,"ride.ogg",70
Sample,33000,0,"roop_a_1.ogg",70
Sample,33000,0,"roop_b_02.ogg",100
Sample,33000,0,"tp1_25.ogg",100
Sample,33083,0,"roop_a_2.ogg",70
Sample,33166,0,"roop_a_3.ogg",70
Sample,33166,0,"tp2_18.ogg",70
Sample,33166,0,"tp2_08.ogg",70
Sample,33250,0,"roop_a_4.ogg",70
Sample,33250,0,"alp_a_079.ogg",100
Sample,33333,0,"ride.ogg",70
Sample,33333,0,"tp2_17.ogg",70
Sample,33333,0,"roop_a_1.ogg",70
Sample,33416,0,"roop_a_2.ogg",70
Sample,33500,0,"tp1_26.ogg",100
Sample,33500,0,"tp2_14.ogg",70
Sample,33500,0,"roop_b_06.ogg",100
Sample,33500,0,"roop_a_3.ogg",70
Sample,33500,0,"alp_a_082.ogg",100
Sample,33583,0,"roop_a_4.ogg",70
Sample,33666,0,"tp2_17.ogg",70
Sample,33666,0,"roop_a_1.ogg",70
Sample,33666,0,"tp2_11.ogg",70
Sample,33666,0,"ride.ogg",70
Sample,33750,0,"roop_a_2.ogg",70
Sample,33750,0,"alp_a_085.ogg",100
Sample,33833,0,"roop_a_3.ogg",70
Sample,33833,0,"tp2_14.ogg",70
Sample,33916,0,"roop_a_4.ogg",70
Sample,34000,0,"ride.ogg",70
Sample,34000,0,"tp2_17.ogg",70
Sample,34000,0,"alp_a_088.ogg",100
Sample,34000,0,"bd.ogg",100
Sample,34000,0,"roop_a_1.ogg",70
Sample,34000,0,"tp1_31.ogg",100
Sample,34000,0,"roop_b_02.ogg",100
Sample,34083,0,"roop_a_2.ogg",70
Sample,34166,0,"roop_a_3.ogg",70
Sample,34166,0,"tp2_11.ogg",70
Sample,34166,0,"tp2_18.ogg",70
Sample,34250,0,"alp_a_091.ogg",100
Sample,34250,0,"roop_a_4.ogg",70
Sample,34333,0,"ride.ogg",70
Sample,34333,0,"tp1_26.ogg",100
Sample,34333,0,"tp2_19.ogg",70
Sample,34333,0,"roop_a_1.ogg",70
Sample,34416,0,"alp_a_093.ogg",100
Sample,34416,0,"roop_a_2.ogg",70
Sample,34500,0,"roop_b_06.ogg",100
Sample,34500,0,"roop_a_3.ogg",70
Sample,34500,0,"alp_a_094.ogg",100
Sample,34500,0,"tp2_18.ogg",70
Sample,34500,0,"viola_a_03.ogg",100
Sample,34500,0,"bd_8c.ogg",100
Sample,34583,0,"roop_a_4.ogg",70
Sample,34583,0,"alp_a_095.ogg",100
Sample,34666,0,"tp2_17.ogg",70
Sample,34666,0,"roop_a_1.ogg",70
Sample,34666,0,"ride.ogg",70
Sample,34666,0,"tp2_12.ogg",70
Sample,34750,0,"alp_a_097.ogg",100
Sample,34750,0,"roop_a_2.ogg",70
Sample,34833,0,"roop_a_3.ogg",70
Sample,34833,0,"tp2_14.ogg",70
Sample,34916,0,"roop_a_4.ogg",70
Sample,35000,0,"alp_a_100.ogg",100
Sample,35000,0,"tp1_26.ogg",100
Sample,35000,0,"tp2_17.ogg",70
Sample,35000,0,"roop_a_1.ogg",70
Sample,35000,0,"roop_b_02.ogg",70
Sample,35000,0,"tp1_32.ogg",100
Sample,35000,0,"bd.ogg",100
Sample,35000,0,"ride.ogg",70
Sample,35083,0,"roop_a_2.ogg",70
Sample,35166,0,"roop_a_3.ogg",70
Sample,35166,0,"alp_a_102.ogg",100
Sample,35166,0,"tp2_12.ogg",70
Sample,35166,0,"tp2_18.ogg",70
Sample,35250,0,"alp_a_103.ogg",100
Sample,35250,0,"roop_a_4.ogg",70
Sample,35333,0,"tp2_17.ogg",70
Sample,35333,0,"ride.ogg",70
Sample,35333,0,"roop_a_1.ogg",70
Sample,35416,0,"roop_a_2.ogg",70
Sample,35500,0,"tp1_26.ogg",100
Sample,35500,0,"tp2_14.ogg",70
Sample,35500,0,"roop_b_06.ogg",100
Sample,35500,0,"roop_a_3.ogg",70
Sample,35500,0,"alp_a_106.ogg",100
Sample,35583,0,"roop_a_4.ogg",70
Sample,35666,0,"tp1_26.ogg",100
Sample,35666,0,"tp2_09.ogg",70
Sample,35666,0,"ride.ogg",70
Sample,35666,0,"roop_a_1.ogg",70
Sample,35666,0,"tp2_17.ogg",70
Sample,35750,0,"alp_a_109.ogg",100
Sample,35750,0,"roop_a_2.ogg",70
Sample,35833,0,"roop_a_3.ogg",70
Sample,35916,0,"roop_a_4.ogg",70
Sample,36000,0,"roop_a_1.ogg",70
Sample,36000,0,"alp_a_112.ogg",100
Sample,36000,0,"bd.ogg",100
Sample,36000,0,"ride.ogg",70
Sample,36000,0,"tp1_28.ogg",100
Sample,36000,0,"tp1_25.ogg",100
Sample,36000,0,"roop_b_02.ogg",70
Sample,36000,0,"tp2_17.ogg",70
Sample,36083,0,"roop_a_2.ogg",70
Sample,36166,0,"tp2_09.ogg",70
Sample,36166,0,"roop_a_3.ogg",70
Sample,36250,0,"alp_a_115.ogg",100
Sample,36250,0,"roop_a_4.ogg",70
Sample,36333,0,"tp2_17.ogg",70
Sample,36333,0,"tp1_24.ogg",100
Sample,36333,0,"ride.ogg",70
Sample,36333,0,"roop_a_1.ogg",70
Sample,36416,0,"roop_a_2.ogg",70
Sample,36500,0,"tp2_14.ogg",100
Sample,36500,0,"roop_b_06.ogg",100
Sample,36500,0,"alp_a_118.ogg",100
Sample,36500,0,"roop_a_3.ogg",70
Sample,36583,0,"roop_a_4.ogg",70
Sample,36666,0,"tp2_07.ogg",70
Sample,36666,0,"tp2_17.ogg",100
Sample,36666,0,"roop_a_1.ogg",70
Sample,36666,0,"ride.ogg",70
Sample,36750,0,"alp_a_121.ogg",100
Sample,36750,0,"roop_a_2.ogg",70
Sample,36833,0,"tp2_14.ogg",70
Sample,36833,0,"roop_a_3.ogg",70
Sample,36916,0,"roop_a_4.ogg",70
Sample,37000,0,"bd.ogg",100
Sample,37000,0,"tp1_25.ogg",100
Sample,37000,0,"roop_a_1.ogg",70
Sample,37000,0,"roop_b_02.ogg",70
Sample,37000,0,"ride.ogg",70
Sample,37000,0,"alp_a_124.ogg",100
Sample,37000,0,"tp2_17.ogg",100
Sample,37083,0,"roop_a_2.ogg",70
Sample,37166,0,"tp2_07.ogg",70
Sample,37166,0,"roop_a_3.ogg",70
Sample,37166,0,"tp2_18.ogg",70
Sample,37250,0,"roop_a_4.ogg",70
Sample,37250,0,"alp_a_127.ogg",100
Sample,37333,0,"tp1_30.ogg",100
Sample,37333,0,"roop_a_1.ogg",70
Sample,37333,0,"ride.ogg",70
Sample,37416,0,"roop_a_2.ogg",70
Sample,37500,0,"alp_a_130.ogg",100
Sample,37500,0,"tp2_14.ogg",70
Sample,37500,0,"roop_b_06.ogg",100
Sample,37500,0,"roop_a_3.ogg",70
Sample,37583,0,"roop_a_4.ogg",70
Sample,37666,0,"roop_a_1.ogg",70
Sample,37666,0,"tp2_17.ogg",70
Sample,37666,0,"ride.ogg",70
Sample,37666,0,"tp2_08.ogg",70
Sample,37750,0,"alp_a_133.ogg",100
Sample,37750,0,"roop_a_2.ogg",70
Sample,37833,0,"roop_a_3.ogg",70
Sample,37833,0,"tp2_14.ogg",70
Sample,37916,0,"roop_a_4.ogg",70
Sample,38000,0,"bd.ogg",100
Sample,38000,0,"tp2_17.ogg",70
Sample,38000,0,"roop_b_02.ogg",100
Sample,38000,0,"ride.ogg",70
Sample,38000,0,"alp_a_136.ogg",100
Sample,38000,0,"roop_a_1.ogg",70
Sample,38083,0,"roop_a_2.ogg",70
Sample,38166,0,"roop_a_3.ogg",70
Sample,38166,0,"tp2_08.ogg",70
Sample,38250,0,"alp_a_139.ogg",100
Sample,38250,0,"roop_a_4.ogg",70
Sample,38333,0,"ride.ogg",70
Sample,38333,0,"tp2_19.ogg",70
Sample,38333,0,"roop_a_1.ogg",70
Sample,38416,0,"roop_a_2.ogg",70
Sample,38500,0,"roop_a_3.ogg",70
Sample,38500,0,"tp1_14.ogg",100
Sample,38500,0,"roop_b_06.ogg",100
Sample,38500,0,"alp_a_142.ogg",100
Sample,38500,0,"tp2_18.ogg",70
Sample,38583,0,"roop_a_4.ogg",70
Sample,38666,0,"tp2_09.ogg",70
Sample,38666,0,"tp2_17.ogg",70
Sample,38666,0,"ride.ogg",70
Sample,38666,0,"roop_a_1.ogg",70
Sample,38750,0,"alp_a_145.ogg",100
Sample,38750,0,"roop_a_2.ogg",70
Sample,38833,0,"tp2_14.ogg",70
Sample,38833,0,"roop_a_3.ogg",70
Sample,38916,0,"roop_a_4.ogg",70
Sample,39000,0,"alp_a_148.ogg",100
Sample,39000,0,"tp1_28.ogg",100
Sample,39000,0,"tp2_17.ogg",70
Sample,39000,0,"roop_b_02.ogg",70
Sample,39000,0,"bd.ogg",100
Sample,39000,0,"ride.ogg",70
Sample,39000,0,"roop_a_1.ogg",70
Sample,39083,0,"roop_a_2.ogg",70
Sample,39166,0,"tp2_09.ogg",70
Sample,39166,0,"tp2_18.ogg",70
Sample,39166,0,"roop_a_3.ogg",70
Sample,39250,0,"alp_a_151.ogg",100
Sample,39250,0,"roop_a_4.ogg",70
Sample,39333,0,"tp2_17.ogg",70
Sample,39333,0,"ride.ogg",70
Sample,39333,0,"roop_a_1.ogg",70
Sample,39416,0,"roop_a_2.ogg",70
Sample,39500,0,"roop_a_3.ogg",70
Sample,39500,0,"alp_a_154.ogg",100
Sample,39500,0,"roop_b_06.ogg",100
Sample,39500,0,"tp1_32.ogg",100
Sample,39500,0,"tp2_14.ogg",70
Sample,39583,0,"roop_a_4.ogg",70
Sample,39666,0,"roop_a_1.ogg",70
Sample,39666,0,"ride.ogg",70
Sample,39666,0,"tp2_17.ogg",70
Sample,39666,0,"tp2_07.ogg",70
Sample,39750,0,"alp_a_157.ogg",100
Sample,39750,0,"roop_a_2.ogg",70
Sample,39833,0,"tp2_14.ogg",70
Sample,39833,0,"tp1_32.ogg",100
Sample,39833,0,"roop_a_3.ogg",70
Sample,39916,0,"roop_a_4.ogg",70
Sample,40000,0,"roop_b_02.ogg",70
Sample,40000,0,"ride.ogg",70
Sample,40000,0,"bd.ogg",100
Sample,40000,0,"tp2_17.ogg",70
Sample,40000,0,"roop_a_1.ogg",70
Sample,40000,0,"alp_a_160.ogg",100
Sample,40000,0,"tp1_31.ogg",100
Sample,40083,0,"roop_a_2.ogg",70
Sample,40166,0,"tp2_07.ogg",70
Sample,40166,0,"tp2_18.ogg",70
Sample,40166,0,"tp1_28.ogg",100
Sample,40166,0,"roop_a_3.ogg",70
Sample,40250,0,"alp_a_163.ogg",100
Sample,40250,0,"roop_a_4.ogg",70
Sample,40333,0,"tp2_17.ogg",70
Sample,40333,0,"roop_a_1.ogg",70
Sample,40333,0,"ride.ogg",70
Sample,40416,0,"roop_a_2.ogg",70
Sample,40500,0,"roop_a_3.ogg",70
Sample,40500,0,"alp_a_166.ogg",100
Sample,40500,0,"roop_b_06.ogg",100
Sample,40500,0,"tp1_25.ogg",100
Sample,40500,0,"tp2_14.ogg",70
Sample,40583,0,"roop_a_4.ogg",70
Sample,40666,0,"ride.ogg",70
Sample,40666,0,"tp2_17.ogg",70
Sample,40666,0,"tp2_08.ogg",70
Sample,40666,0,"roop_a_1.ogg",70
Sample,40750,0,"alp_a_169.ogg",100
Sample,40750,0,"roop_a_2.ogg",70
Sample,40833,0,"tp2_14.ogg",70
Sample,40833,0,"roop_a_3.ogg",70
Sample,40916,0,"tp1_07.ogg",70
Sample,40916,0,"roop_a_4.ogg",70
Sample,41000,0,"ride.ogg",70
Sample,41000,0,"alp_a_172.ogg",100
Sample,41000,0,"cym.ogg",100
Sample,41000,0,"roop_b_02.ogg",70
Sample,41000,0,"bd.ogg",100
Sample,41000,0,"tp1_25.ogg",100
Sample,41000,0,"tp2_17.ogg",70
Sample,41000,0,"roop_a_1.ogg",70
Sample,41083,0,"roop_a_2.ogg",70
Sample,41166,0,"tp2_08.ogg",70
Sample,41166,0,"tp2_18.ogg",70
Sample,41166,0,"roop_a_3.ogg",70
Sample,41250,0,"roop_a_4.ogg",70
Sample,41250,0,"alp_a_175.ogg",100
Sample,41250,0,"tp1_08.ogg",100
Sample,41333,0,"roop_a_1.ogg",70
Sample,41333,0,"tp2_17.ogg",70
Sample,41333,0,"ride.ogg",70
Sample,41416,0,"roop_a_2.ogg",70
Sample,41416,0,"tp1_11.ogg",100
Sample,41500,0,"roop_a_3.ogg",70
Sample,41500,0,"tp1_15.ogg",100
Sample,41500,0,"roop_b_06.ogg",100
Sample,41500,0,"alp_a_178.ogg",100
Sample,41500,0,"tp2_14.ogg",70
Sample,41583,0,"tp1_14.ogg",100
Sample,41583,0,"roop_a_4.ogg",70
Sample,41666,0,"ride.ogg",70
Sample,41666,0,"tp2_11.ogg",70
Sample,41666,0,"tp2_17.ogg",70
Sample,41666,0,"roop_a_1.ogg",70
Sample,41750,0,"alp_a_181.ogg",100
Sample,41750,0,"roop_a_2.ogg",70
Sample,41750,0,"tp1_09.ogg",100
Sample,41833,0,"roop_b_01.ogg",70
