[General]
AudioFilename: virtual

[Metadata]
EOS
ginkiha
Genesis
bms of fighters bof
73
0

[Events]
//Background and Video events
0,0,"back.png",0,0
Sample,92057,0,"amen_0024.ogg",100
Sample,92400,0,"dummy.wav",100
Sample,92485,0,"amen_0027.ogg",100
Sample,92657,0,"dummy.wav",100
Sample,92657,0,"amen_0029.ogg",100
Sample,92742,0,"dummy.wav",100
Sample,92742,0,"amen_0030.ogg",100
Sample,92914,0,"dummy.wav",100
Sample,93257,0,"dummy.wav",100
Sample,93257,0,"amen_0033.ogg",100
Sample,93342,0,"amen_0034.ogg",100
Sample,93342,0,"dummy.wav",100
Sample,93771,0,"dummy.wav",100
Sample,93771,0,"amen_0038.ogg",100
Sample,93942,0,"dummy.wav",100
Sample,94028,0,"amen_0040.ogg",100
Sample,94285,0,"dummy.wav",100
Sample,94285,0,"dummy.wav",100
Sample,94285,0,"amen_0042.ogg",100
Sample,94457,0,"dummy.wav",100
Sample,95142,0,"dummy.wav",100
Sample,95142,0,"amen_0046.ogg",100
Sample,95400,0,"dummy.wav",100
Sample,95485,0,"dummy.wav",100
Sample,95485,0,"amen_0050.ogg",100
Sample,95828,0,"dummy.wav",100
Sample,95828,0,"dummy.wav",100
Sample,96171,0,"dummy.wav",100
Sample,96171,0,"amen_0055.ogg",100
Sample,96342,0,"amen_0056.ogg",100
Sample,96514,0,"amen_0057.ogg",100
Sample,96514,0,"dummy.wav",100
Sample,96600,0,"dummy.wav",100
Sample,96771,0,"dummy.wav",100
Sample,96857,0,"amen_0061.ogg",100
Sample,97200,0,"dummy.wav",100
Sample,97200,0,"dummy.wav",100
Sample,97371,0,"amen_0065.ogg",100
Sample,98057,0,"dummy.wav",100
Sample,98228,0,"dummy.wav",100
Sample,98400,0,"dummy.wav",100
Sample,98400,0,"dummy.wav",100
Sample,98657,0,"amen_0074.ogg",100
Sample,98914,0,"laykick_0004.ogg",100
Sample,99000,0,"laykick_0004.ogg",100
Sample,99257,0,"laykick_0005.ogg",100
Sample,99342,0,"laykick_0005.ogg",100
Sample,99428,0,"laykick_0006.ogg",100
Sample,99600,0,"dummy.wav",100
Sample,99685,0,"dummy.wav",100
Sample,99685,0,"dummy.wav",100
Sample,99685,0,"laykick_0006.ogg",100
Sample,99942,0,"amen_0087.ogg",100
Sample,99942,0,"dummy.wav",100
Sample,99942,0,"laykick_0007.ogg",100
Sample,101914,0,"amen_0092.ogg",100
Sample,102514,0,"dummy.wav",100
Sample,102600,0,"dummy.wav",100
Sample,102685,0,"dummy.wav",100
Sample,102771,0,"dummy.wav",100
Sample,102857,0,"dummy.wav",100
Sample,103114,0,"dummy.wav",100
Sample,103200,0,"dummy.wav",100
Sample,103885,0,"dummy.wav",100
Sample,104485,0,"dummy.wav",100
Sample,104571,0,"dummy.wav",100
Sample,105257,0,"dummy.wav",100
Sample,105600,0,"dummy.wav",100
Sample,105942,0,"dummy.wav",100
Sample,106028,0,"SPS_0805.ogg",100
Sample,106285,0,"SPS_0808.ogg",100
Sample,106628,0,"dummy.wav",100
Sample,106800,0,"SPS_0814.ogg",100
Sample,106971,0,"dummy.wav",100
Sample,107314,0,"dummy.wav",100
Sample,107400,0,"SPS_0821.ogg",100
Sample,107657,0,"dummy.wav",100
Sample,108000,0,"dummy.wav",100
Sample,108600,0,"SPS_0835.ogg",100
Sample,108685,0,"dummy.wav",100
Sample,109371,0,"SPS_0844.ogg",100
Sample,109971,0,"SPS_0851.ogg",100
Sample,110057,0,"dummy.wav",100
Sample,110742,0,"SPS_0860.ogg",100
Sample,110828,0,"SPS_0861.ogg",100
Sample,111085,0,"SPS_0864.ogg",100
Sample,111428,0,"dummy.wav",100
Sample,111771,0,"dummy.wav",100
Sample,112114,0,"SPS_0876.ogg",100
Sample,112200,0,"SPS_0877.ogg",100
Sample,112457,0,"SPS_0880.ogg",100
Sample,112800,0,"dummy.wav",100
Sample,112885,0,"dummy.wav",100
Sample,113142,0,"dummy.wav",100
Sample,113485,0,"SPS_0892.ogg",100
Sample,113657,0,"dummy.wav",100
Sample,114085,0,"dummy.wav",100
Sample,114257,0,"SPS_0901.ogg",100
Sample,114428,0,"dummy.wav",100
Sample,114600,0,"dummy.wav",100
Sample,114771,0,"dummy.wav",100
Sample,114942,0,"dummy.wav",100
Sample,115628,0,"SPS_0917.ogg",100
Sample,115800,0,"SPS_0919.ogg",100
Sample,115971,0,"dummy.wav",100
Sample,116142,0,"dummy.wav",100
Sample,116571,0,"dummy.wav",100
Sample,117085,0,"dummy.wav",100
Sample,117257,0,"SPS_0936.ogg",100
Sample,117257,0,"dummy.wav",100
Sample,117685,0,"SPS_0941.ogg",100
Sample,117857,0,"SPS_0943.ogg",100
Sample,118028,0,"dummy.wav",100
Sample,118200,0,"dummy.wav",100
Sample,118371,0,"SPS_0949.ogg",100
Sample,118542,0,"dummy.wav",100
Sample,118885,0,"SPS_0955.ogg",100
Sample,121542,0,"dummy.wav",100
Sample,122057,0,"dummy.wav",100
Sample,122057,0,"p1_0304.ogg",100
Sample,122228,0,"p1_0305.ogg",100
Sample,122400,0,"p2_0096.ogg",100
Sample,122571,0,"p1_0307.ogg",100
Sample,122742,0,"p2_0098.ogg",100
Sample,122914,0,"dummy.wav",100
Sample,122914,0,"p2_0099.ogg",100
Sample,123085,0,"dummy.wav",100
Sample,123600,0,"p1_0313.ogg",100
Sample,123942,0,"dummy.wav",100
Sample,124114,0,"p1_0316.ogg",100
Sample,124971,0,"dummy.wav",100
Sample,124971,0,"dummy.wav",100
Sample,125142,0,"dummy.wav",100
Sample,125142,0,"dummy.wav",100
Sample,125314,0,"dummy.wav",100
Sample,125314,0,"dummy.wav",100
Sample,125314,0,"dummy.wav",100
Sample,125485,0,"dummy.wav",100
Sample,125485,0,"dummy.wav",100
Sample,125657,0,"dummy.wav",100
Sample,125657,0,"dummy.wav",100
Sample,125828,0,"dummy.wav",100
Sample,125828,0,"dummy.wav",100
Sample,126000,0,"dummy.wav",100
Sample,126000,0,"dummy.wav",100
Sample,126000,0,"dummy.wav",100
Sample,126342,0,"dummy.wav",100
Sample,126342,0,"dummy.wav",100
Sample,126685,0,"dummy.wav",100
Sample,126685,0,"dummy.wav",100
Sample,127028,0,"dummy.wav",100
Sample,127028,0,"dummy.wav",100
Sample,127028,0,"dummy.wav",100
Sample,127200,0,"dummy.wav",100
Sample,127200,0,"dummy.wav",100
Sample,127371,0,"dummy.wav",100
Sample,127371,0,"dummy.wav",100
Sample,127371,0,"dummy.wav",100
Sample,127542,0,"dummy.wav",100
Sample,127714,0,"dummy.wav",100
Sample,127714,0,"dummy.wav",100
Sample,127714,0,"dummy.wav",100
Sample,127885,0,"dummy.wav",100
Sample,127885,0,"dummy.wav",100
Sample,128057,0,"dummy.wav",100
Sample,128057,0,"dummy.wav",100
Sample,128228,0,"dummy.wav",100
Sample,128228,0,"dummy.wav",100
Sample,128400,0,"dummy.wav",100
Sample,128400,0,"dummy.wav",100
Sample,128400,0,"dummy.wav",100
Sample,128571,0,"dummy.wav",100
Sample,128571,0,"dummy.wav",100
Sample,128742,0,"dummy.wav",100
Sample,128742,0,"dummy.wav",100
Sample,128742,0,"dummy.wav",100
Sample,128914,0,"dummy.wav",100
Sample,128914,0,"dummy.wav",100
Sample,129085,0,"vocal2_0057.ogg",100
Sample,129085,0,"dummy.wav",100
Sample,129085,0,"dummy.wav",100
Sample,129085,0,"dummy.wav",100
Sample,129257,0,"dummy.wav",100
Sample,129428,0,"dummy.wav",100
Sample,129600,0,"dummy.wav",100
Sample,129771,0,"dummy.wav",100
Sample,129771,0,"dummy.wav",100
Sample,129942,0,"dummy.wav",100
Sample,129942,0,"dummy.wav",100
Sample,130114,0,"dummy.wav",100
Sample,130285,0,"p2_0083.ogg",100
Sample,130285,0,"dummy.wav",100
Sample,130457,0,"dummy.wav",100
Sample,130800,0,"vocal2_0002.ogg",100
Sample,130800,0,"p2_0084.ogg",100
Sample,130800,0,"p1_0227.ogg",100
Sample,130800,0,"dummy.wav",100
Sample,130971,0,"dummy.wav",100
Sample,130971,0,"p1_0228.ogg",100
Sample,131142,0,"p1_0229.ogg",100
Sample,131314,0,"p1_0230.ogg",100
Sample,131314,0,"dummy.wav",100
Sample,131400,0,"vocal2_0005.ogg",100
Sample,131485,0,"dummy.wav",100
Sample,131657,0,"p2_0086.ogg",100
Sample,131657,0,"p1_0232.ogg",100
Sample,131828,0,"p2_0087.ogg",100
Sample,131828,0,"p1_0233.ogg",100
Sample,132000,0,"p1_0234.ogg",100
Sample,132000,0,"dummy.wav",100
Sample,132000,0,"p2_0088.ogg",100
Sample,132171,0,"p1_0235.ogg",100
Sample,132171,0,"p2_0089.ogg",100
Sample,132342,0,"p2_0090.ogg",100
Sample,132342,0,"dummy.wav",100
Sample,132342,0,"p1_0236.ogg",100
Sample,132428,0,"vocal2_0011.ogg",100
Sample,132514,0,"p1_0237.ogg",100
Sample,132685,0,"p2_0092.ogg",100
Sample,132685,0,"p1_0238.ogg",100
Sample,132857,0,"p2_0093.ogg",100
Sample,133028,0,"dummy.wav",100
Sample,133028,0,"p1_0240.ogg",100
Sample,133028,0,"p2_0094.ogg",100
Sample,133200,0,"p1_0241.ogg",100
Sample,133371,0,"vocal2_0016.ogg",100
Sample,133371,0,"dummy.wav",100
Sample,133371,0,"p2_0096.ogg",100
Sample,133371,0,"p1_0242.ogg",100
Sample,133542,0,"dummy.wav",100
Sample,133542,0,"p1_0243.ogg",100
Sample,133714,0,"dummy.wav",100
Sample,133714,0,"p1_0244.ogg",100
Sample,133714,0,"p2_0098.ogg",100
Sample,133885,0,"p1_0245.ogg",100
Sample,133885,0,"p2_0099.ogg",100
Sample,134057,0,"p2_0100.ogg",100
Sample,134057,0,"p1_0246.ogg",100
Sample,134057,0,"dummy.wav",100
Sample,134228,0,"p2_0101.ogg",100
Sample,134228,0,"p1_0247.ogg",100
Sample,134400,0,"p2_0102.ogg",100
Sample,134400,0,"p1_0248.ogg",100
Sample,134571,0,"dummy.wav",100
Sample,134571,0,"p1_0249.ogg",100
Sample,134742,0,"dummy.wav",100
Sample,134742,0,"p2_0104.ogg",100
Sample,134742,0,"p1_0250.ogg",100
Sample,134914,0,"p1_0251.ogg",100
Sample,134914,0,"p2_0105.ogg",100
Sample,135085,0,"p2_0139.ogg",100
Sample,135085,0,"dummy.wav",100
Sample,135257,0,"p1_0253.ogg",100
Sample,135257,0,"dummy.wav",100
Sample,135428,0,"dummy.wav",100
Sample,135428,0,"p1_0254.ogg",100
Sample,135514,0,"vocal2_0090.ogg",100
Sample,135600,0,"dummy.wav",100
Sample,135600,0,"p1_0255.ogg",100
Sample,135771,0,"dummy.wav",100
Sample,135942,0,"dummy.wav",100
Sample,136028,0,"dummy.wav",100
Sample,136200,0,"vocal2_0031.ogg",100
Sample,136200,0,"dummy.wav",100
Sample,136200,0,"dummy.wav",100
Sample,136285,0,"dummy.wav",100
Sample,136371,0,"vocal2_0033.ogg",100
Sample,136371,0,"dummy.wav",100
Sample,136457,0,"dummy.wav",100
Sample,136714,0,"dummy.wav",100
Sample,136885,0,"dummy.wav",100
Sample,136885,0,"dummy.wav",100
Sample,136971,0,"dummy.wav",100
Sample,137057,0,"dummy.wav",100
Sample,137142,0,"dummy.wav",100
Sample,137314,0,"dummy.wav",100
Sample,137485,0,"dummy.wav",100
Sample,137657,0,"dummy.wav",100
Sample,137828,0,"dummy.wav",100
Sample,137914,0,"dummy.wav",100
Sample,138000,0,"dummy.wav",100
Sample,138085,0,"dummy.wav",100
Sample,138171,0,"dummy.wav",100
Sample,138257,0,"dummy.wav",100
Sample,138342,0,"dummy.wav",100
Sample,138428,0,"dummy.wav",100
Sample,138600,0,"dummy.wav",100
Sample,138771,0,"dummy.wav",100
Sample,138857,0,"vocal2_0050.ogg",100
Sample,138857,0,"laykick_0000.ogg",100
Sample,138857,0,"dummy.wav",100
Sample,138942,0,"dummy.wav",100
Sample,139114,0,"dummy.wav",100
Sample,139200,0,"dummy.wav",100
Sample,139285,0,"dummy.wav",100
Sample,139371,0,"dummy.wav",100
Sample,139457,0,"dummy.wav",100
Sample,139542,0,"dummy.wav",100
Sample,139628,0,"dummy.wav",100
Sample,139714,0,"dummy.wav",100
Sample,139800,0,"vocal2_0055.ogg",100
Sample,139800,0,"dummy.wav",100
Sample,139885,0,"dummy.wav",100
Sample,140057,0,"vocal2_0057.ogg",100
Sample,140057,0,"dummy.wav",100
Sample,140057,0,"dummy.wav",100
Sample,140228,0,"dummy.wav",100
Sample,140400,0,"dummy.wav",100
Sample,140400,0,"dummy.wav",100
Sample,140485,0,"dummy.wav",100
Sample,140571,0,"laykick_0000.ogg",100
Sample,140571,0,"dummy.wav",100
Sample,140742,0,"dummy.wav",100
Sample,140742,0,"dummy.wav",100
Sample,140828,0,"dummy.wav",100
Sample,140914,0,"dummy.wav",100
Sample,141000,0,"dummy.wav",100
Sample,141085,0,"dummy.wav",100
Sample,141085,0,"dummy.wav",100
Sample,141171,0,"dummy.wav",100
Sample,141342,0,"dummy.wav",100
Sample,141514,0,"dummy.wav",100
Sample,141600,0,"dummy.wav",100
Sample,141600,0,"dummy.wav",100
Sample,141685,0,"dummy.wav",100
Sample,141771,0,"vocal2_0065.ogg",100
Sample,141771,0,"dummy.wav",100
Sample,141771,0,"dummy.wav",100
Sample,141857,0,"dummy.wav",100
Sample,141942,0,"dummy.wav",100
Sample,142114,0,"dummy.wav",100
Sample,142200,0,"dummy.wav",100
Sample,142285,0,"dummy.wav",100
Sample,142285,0,"dummy.wav",100
Sample,142371,0,"dummy.wav",100
Sample,142457,0,"dummy.wav",100
Sample,142542,0,"dummy.wav",100
Sample,142628,0,"dummy.wav",100
Sample,142714,0,"dummy.wav",100
Sample,142800,0,"dummy.wav",100
Sample,142885,0,"dummy.wav",100
Sample,142971,0,"dummy.wav",100
Sample,142971,0,"dummy.wav",100
Sample,143057,0,"dummy.wav",100
Sample,143142,0,"dummy.wav",100
Sample,143228,0,"dummy.wav",100
Sample,143314,0,"dummy.wav",100
Sample,143400,0,"vocal2_0074.ogg",100
Sample,143400,0,"dummy.wav",100
Sample,143571,0,"dummy.wav",100
Sample,143657,0,"dummy.wav",100
Sample,143742,0,"dummy.wav",100
Sample,143828,0,"dummy.wav",100
Sample,143914,0,"dummy.wav",100
Sample,144000,0,"dummy.wav",100
Sample,144085,0,"vocal2_0076.ogg",100
Sample,144085,0,"dummy.wav",100
Sample,144257,0,"dummy.wav",100
Sample,144342,0,"laykick_0000.ogg",100
Sample,144342,0,"dummy.wav",100
Sample,144342,0,"dummy.wav",100
Sample,144428,0,"dummy.wav",100
Sample,144514,0,"dummy.wav",100
Sample,144600,0,"dummy.wav",100
Sample,144685,0,"dummy.wav",100
Sample,144857,0,"dummy.wav",100
Sample,144857,0,"dummy.wav",100
Sample,145028,0,"dummy.wav",100
Sample,145028,0,"dummy.wav",100
Sample,145114,0,"dummy.wav",100
Sample,145200,0,"dummy.wav",100
Sample,145200,0,"dummy.wav",100
Sample,145285,0,"dummy.wav",100
