[General]
AudioFilename: virtual

[Metadata]
Title:HAELEQUIN
Artist:orangentle
Creator: 
Tags:bms of fighers
Version:36



[Events]
//Background and Video events
0,0,"title_haele.png",0,0
Sample,14910,0,"drs_HH.ogg",85
Sample,14910,0,"pf_056.ogg",85
Sample,14910,0,"pf_041.ogg",85
Sample,15000,0,"pf_051.ogg",85
Sample,15089,0,"pf_045.ogg",85
Sample,15179,0,"pf_050.ogg",85
Sample,15269,0,"drs_HH.ogg",85
Sample,15269,0,"pf_056.ogg",85
Sample,15359,0,"pf_063.ogg",85
Sample,15449,0,"pf_071.ogg",85
Sample,15449,0,"pf_044.ogg",85
Sample,15449,0,"pf_013.ogg",85
Sample,15538,0,"pf_062.ogg",85
Sample,15628,0,"pf_055.ogg",85
Sample,15628,0,"drs_HH.ogg",85
Sample,15718,0,"pf_051.ogg",85
Sample,15808,0,"pf_078.ogg",85
Sample,15808,0,"pf_045.ogg",85
Sample,15808,0,"pf_013.ogg",85
Sample,15898,0,"pf_050.ogg",85
Sample,15988,0,"drs_HH.ogg",85
Sample,15988,0,"pf_055.ogg",85
Sample,16077,0,"pf_063.ogg",85
Sample,16167,0,"pf_072.ogg",85
Sample,16257,0,"pf_063.ogg",85
Sample,16347,0,"drs_HH.ogg",85
Sample,16347,0,"pf_011.ogg",85
Sample,16347,0,"pf_041.ogg",85
Sample,16347,0,"pf_056.ogg",85
Sample,16437,0,"pf_051.ogg",85
Sample,16526,0,"pf_045.ogg",85
Sample,16616,0,"pf_050.ogg",85
Sample,16706,0,"drs_HH.ogg",85
Sample,16706,0,"pf_079.ogg",85
Sample,16706,0,"pf_055.ogg",85
Sample,16796,0,"pf_063.ogg",85
Sample,16886,0,"pf_072.ogg",85
Sample,16886,0,"pf_013.ogg",85
Sample,16886,0,"pf_045.ogg",85
Sample,16976,0,"pf_063.ogg",85
Sample,17065,0,"pf_056.ogg",85
Sample,17065,0,"pf_078.ogg",85
Sample,17065,0,"drs_HH.ogg",85
Sample,17155,0,"pf_051.ogg",85
Sample,17245,0,"pf_013.ogg",85
Sample,17335,0,"pf_026.ogg",85
Sample,17425,0,"pf_045.ogg",85
Sample,17514,0,"pf_050.ogg",85
Sample,17604,0,"pf_056.ogg",85
Sample,17694,0,"pf_072.ogg",85
Sample,17784,0,"pf_083.ogg",85
Sample,17874,0,"pf_085.ogg",85
Sample,17964,0,"pf_088.ogg",85
Sample,18053,0,"pf_085.ogg",85
Sample,18143,0,"pf_083.ogg",85
Sample,18233,0,"pf_072.ogg",85
Sample,18323,0,"pf_056.ogg",85
Sample,18413,0,"pf_050.ogg",85
Sample,18502,0,"pf_045.ogg",85
Sample,18592,0,"pf_026.ogg",85
Sample,18682,0,"pf_009.ogg",85
Sample,18772,0,"pf_020.ogg",85
Sample,18862,0,"pf_038.ogg",85
Sample,18952,0,"pf_045.ogg",85
Sample,19041,0,"pf_050.ogg",85
Sample,19131,0,"pf_062.ogg",85
Sample,19221,0,"pf_079.ogg",85
Sample,19311,0,"pf_083.ogg",85
Sample,19401,0,"pf_085.ogg",85
Sample,19491,0,"pf_083.ogg",85
Sample,19580,0,"pf_079.ogg",85
Sample,19670,0,"pf_062.ogg",85
Sample,19760,0,"pf_050.ogg",85
Sample,19850,0,"pf_045.ogg",85
Sample,19940,0,"pf_038.ogg",85
Sample,20029,0,"pf_020.ogg",85
Sample,20119,0,"pf_006.ogg",85
Sample,20209,0,"pf_018.ogg",85
Sample,20299,0,"pf_030.ogg",85
Sample,20389,0,"pf_038.ogg",85
Sample,20479,0,"pf_045.ogg",85
Sample,20568,0,"pf_056.ogg",85
Sample,20658,0,"pf_083.ogg",85
Sample,20748,0,"pf_073.ogg",85
Sample,20838,0,"pf_009.ogg",85
Sample,20928,0,"pf_020.ogg",85
Sample,21017,0,"pf_037.ogg",85
Sample,21107,0,"pf_045.ogg",85
Sample,21197,0,"pf_050.ogg",85
Sample,21287,0,"pf_062.ogg",85
Sample,21377,0,"pf_079.ogg",85
Sample,21467,0,"pf_073.ogg",85
Sample,21556,0,"pf_072.ogg",85
Sample,21646,0,"pf_026.ogg",85
Sample,21736,0,"pf_038.ogg",85
Sample,21826,0,"pf_056.ogg",85
Sample,21916,0,"pf_072.ogg",85
Sample,22005,0,"pf_038.ogg",85
Sample,22095,0,"pf_056.ogg",85
Sample,22185,0,"pf_072.ogg",85
Sample,22275,0,"pf_088.ogg",85
Sample,22365,0,"pf_083.ogg",85
Sample,22455,0,"pf_072.ogg",85
Sample,22544,0,"pf_056.ogg",85
Sample,22634,0,"pf_072.ogg",85
Sample,22724,0,"pf_056.ogg",85
Sample,22814,0,"pf_045.ogg",85
Sample,22904,0,"pf_026.ogg",85
Sample,22994,0,"pf_020.ogg",85
Sample,22994,0,"drs_cym_003.ogg",100
Sample,23083,0,"pf_030.ogg",85
Sample,23173,0,"drs_HH_s.ogg",85
Sample,23173,0,"pf_045.ogg",85
Sample,23263,0,"pf_050.ogg",85
Sample,23263,0,"drs_cym_004.ogg",100
Sample,23353,0,"pf_062.ogg",85
Sample,23443,0,"pf_073.ogg",85
Sample,23532,0,"pf_079.ogg",85
Sample,23532,0,"drs_HH_s.ogg",85
Sample,23532,0,"drs_cym_004.ogg",100
Sample,23622,0,"pf_062.ogg",85
Sample,23712,0,"pf_079.ogg",85
Sample,23802,0,"pf_062.ogg",85
Sample,23892,0,"pf_050.ogg",85
Sample,23892,0,"drs_HH_s.ogg",85
Sample,23982,0,"pf_045.ogg",85
Sample,24071,0,"pf_050.ogg",85
Sample,24161,0,"pf_045.ogg",85
Sample,24251,0,"pf_038.ogg",85
Sample,24251,0,"drs_HH_s.ogg",85
Sample,24341,0,"pf_020.ogg",85
Sample,24431,0,"pf_026.ogg",85
Sample,24431,0,"drs_cym_007.ogg",100
Sample,24520,0,"pf_050.ogg",85
Sample,24610,0,"drs_HH_s.ogg",85
Sample,24610,0,"pf_062.ogg",85
Sample,24700,0,"pf_072.ogg",85
Sample,24700,0,"drs_cym_008.ogg",100
Sample,24790,0,"pf_080.ogg",85
Sample,24880,0,"pf_085.ogg",85
Sample,24970,0,"drs_HH_s.ogg",85
Sample,24970,0,"drs_cym_009.ogg",100
Sample,24970,0,"pf_083.ogg",85
Sample,25059,0,"pf_085.ogg",85
Sample,25149,0,"pf_088.ogg",85
Sample,25239,0,"pf_101.ogg",85
Sample,25329,0,"drs_cym_010.ogg",100
Sample,25329,0,"pf_098.ogg",85
Sample,25329,0,"drs_HH_s.ogg",85
Sample,25419,0,"pf_096.ogg",85
Sample,25508,0,"drs_cym_011.ogg",100
Sample,25508,0,"pf_088.ogg",85
Sample,25598,0,"pf_079.ogg",85
Sample,25598,0,"drs_cym_012.ogg",100
Sample,25688,0,"pf_072.ogg",85
Sample,25688,0,"drs_cym_013.ogg",100
Sample,25688,0,"drs_HH_s.ogg",85
Sample,25778,0,"drs_cym_014.ogg",100
Sample,25778,0,"pf_056.ogg",85
Sample,25868,0,"pf_062.ogg",85
Sample,25868,0,"drs_cym_013.ogg",100
Sample,25958,0,"pf_072.ogg",85
Sample,26047,0,"drs_HH.ogg",85
Sample,26047,0,"pf_073.ogg",85
Sample,26137,0,"pf_083.ogg",85
Sample,26227,0,"pf_091.ogg",85
Sample,26317,0,"pf_088.ogg",85
Sample,26407,0,"pf_085.ogg",85
Sample,26407,0,"drs_HH.ogg",85
Sample,26497,0,"pf_083.ogg",85
Sample,26586,0,"pf_091.ogg",85
Sample,26676,0,"pf_098.ogg",85
Sample,26766,0,"drs_HH.ogg",85
Sample,26766,0,"pf_096.ogg",85
Sample,26856,0,"pf_091.ogg",85
Sample,26946,0,"pf_088.ogg",85
Sample,27035,0,"pf_083.ogg",85
Sample,27125,0,"drs_HH.ogg",85
Sample,27125,0,"pf_073.ogg",85
Sample,27215,0,"pf_062.ogg",85
Sample,27305,0,"bgm1-2.ogg",85
Sample,27305,0,"pf_026.ogg",85
Sample,27395,0,"pf_040.ogg",85
Sample,27485,0,"drs_HH_s.ogg",85
Sample,27485,0,"pf_050.ogg",85
Sample,27574,0,"pf_062.ogg",85
Sample,27664,0,"pf_072.ogg",85
Sample,27664,0,"drs_cym_014.ogg",100
Sample,27754,0,"pf_080.ogg",85
Sample,27844,0,"drs_HH_s.ogg",85
Sample,27844,0,"pf_085.ogg",85
Sample,27934,0,"pf_098.ogg",85
Sample,28023,0,"pf_096.ogg",85
Sample,28113,0,"pf_091.ogg",85
Sample,28203,0,"drs_HH_s.ogg",85
Sample,28203,0,"pf_085.ogg",85
Sample,28293,0,"pf_083.ogg",85
Sample,28383,0,"pf_080.ogg",85
Sample,28473,0,"pf_073.ogg",85
Sample,28562,0,"pf_072.ogg",85
Sample,28562,0,"drs_HH_s.ogg",85
Sample,28652,0,"pf_062.ogg",85
Sample,28742,0,"drs_cym2_015.ogg",85
Sample,28742,0,"drs_cym_015.ogg",100
Sample,28742,0,"bgm2-2.ogg",85
Sample,28922,0,"drs_HH_s.ogg",85
Sample,29281,0,"drs_HH_s.ogg",85
Sample,29640,0,"drs_HH_s.ogg",85
Sample,30000,0,"drs_HH_s.ogg",85
Sample,30359,0,"drs_HH_s.ogg",85
Sample,30718,0,"drs_HH_s.ogg",85
Sample,31077,0,"drs_HH_s.ogg",85
Sample,31437,0,"drs_HH_s.ogg",85
Sample,31616,0,"drs_cym_015.ogg",100
Sample,31796,0,"drs_HH_s.ogg",85
Sample,32155,0,"drs_HH_s.ogg",85
Sample,32335,0,"drs_cym_015.ogg",100
Sample,32514,0,"drs_HH_s.ogg",85
Sample,32874,0,"drs_HH_s.ogg",85
Sample,33053,0,"drs_cym_015.ogg",100
Sample,33233,0,"drs_HH_s.ogg",85
Sample,33592,0,"drs_HH_s.ogg",85
Sample,33772,0,"drs_cym_016.ogg",100
Sample,33952,0,"drs_HH_s.ogg",85
Sample,34311,0,"drs_HH_s.ogg",85
Sample,34491,0,"drs_cym_015.ogg",100
Sample,34670,0,"drs_HH_s.ogg",85
Sample,35029,0,"drs_HH_s.ogg",85
Sample,35389,0,"drs_HH_s.ogg",85
Sample,35748,0,"drs_HH_s.ogg",85
Sample,36107,0,"drs_HH_s.ogg",85
Sample,36467,0,"drs_HH_s.ogg",85
Sample,36826,0,"drs_HH_s.ogg",85
Sample,37185,0,"drs_HH_s.ogg",85
Sample,37365,0,"drs_cym_017.ogg",100
Sample,37544,0,"drs_HH_s.ogg",85
Sample,37904,0,"drs_HH_s.ogg",85
Sample,38083,0,"drs_cym_018.ogg",100
Sample,38263,0,"drs_HH_s.ogg",85
Sample,38622,0,"drs_HH_s.ogg",85
Sample,38802,0,"drs_cym_019.ogg",100
Sample,38982,0,"drs_HH.ogg",85
Sample,39161,0,"drs_cym_020.ogg",100
Sample,39341,0,"drs_HH.ogg",85
Sample,39520,0,"drs_cym_021.ogg",100
Sample,39700,0,"drs_cym_022.ogg",100
Sample,39700,0,"drs_HH.ogg",85
Sample,39880,0,"rave_033.ogg",85
Sample,39880,0,"drs_cym_023.ogg",100
Sample,39970,0,"drs_cym_024.ogg",100
Sample,39970,0,"rave_034.ogg",85
Sample,40059,0,"drs_HH.ogg",85
Sample,40059,0,"drs_cym_025.ogg",100
Sample,40149,0,"drs_cym_026.ogg",100
Sample,40239,0,"Harps_001.ogg",85
Sample,40239,0,"drs_cym_027.ogg",100
Sample,40239,0,"drs_cym15.ogg",85
Sample,40419,0,"Harps_002.ogg",85
Sample,40419,0,"drs_HH.ogg",85
Sample,40419,0,"pf_161.ogg",85
Sample,40508,0,"pf_170.ogg",85
Sample,40598,0,"pf_161.ogg",85
Sample,40598,0,"Harps_003.ogg",85
Sample,40688,0,"Harps_004.ogg",85
Sample,40688,0,"pf_150.ogg",85
Sample,40778,0,"drs_HH.ogg",85
Sample,40778,0,"pf_143.ogg",85
Sample,40778,0,"Harps_005.ogg",85
Sample,40868,0,"pf_137.ogg",85
Sample,40868,0,"Harps_006.ogg",85
Sample,40958,0,"Harps_007.ogg",85
Sample,40958,0,"pf_128.ogg",85
Sample,41137,0,"pf_139.ogg",85
Sample,41137,0,"drs_HH.ogg",85
Sample,41227,0,"pf_143.ogg",85
Sample,41317,0,"pf_149.ogg",85
Sample,41407,0,"pf_143.ogg",85
Sample,41497,0,"pf_137.ogg",85
Sample,41497,0,"drs_HH.ogg",85
Sample,41586,0,"pf_131.ogg",85
Sample,41676,0,"pf_139.ogg",85
Sample,41676,0,"Harps_008.ogg",85
Sample,41856,0,"pf_151.ogg",85
Sample,41856,0,"Harps_009.ogg",85
Sample,41856,0,"drs_HH.ogg",85
Sample,41946,0,"pf_162.ogg",85
Sample,42035,0,"Harps_010.ogg",85
Sample,42035,0,"pf_149.ogg",85
Sample,42125,0,"Harps_011.ogg",85
Sample,42125,0,"pf_143.ogg",85
Sample,42215,0,"Harps_012.ogg",85
Sample,42215,0,"drs_HH.ogg",85
Sample,42215,0,"pf_139.ogg",85
Sample,42305,0,"Harps_013.ogg",85
Sample,42305,0,"pf_130.ogg",85
Sample,42395,0,"pf_120.ogg",85
Sample,42395,0,"Harps_014.ogg",85
Sample,42574,0,"drs_HH.ogg",85
Sample,42574,0,"pf_131.ogg",85
Sample,42664,0,"pf_139.ogg",85
Sample,42754,0,"pf_144.ogg",85
Sample,42754,0,"drs_doko2-1_000.ogg",100
Sample,42844,0,"pf_137.ogg",85
Sample,42844,0,"drs_doko2-1_001.ogg",100
Sample,42934,0,"drs_HH.ogg",85
Sample,42934,0,"drs_doko2-1_002.ogg",100
Sample,42934,0,"pf_131.ogg",85
Sample,43023,0,"drs_doko2-1_003.ogg",100
Sample,43023,0,"pf_122.ogg",85
Sample,43113,0,"drs_cym2_028.ogg",100
Sample,43113,0,"drs_bd_000.ogg",85
Sample,43113,0,"Harps_015.ogg",85
Sample,43113,0,"pf_113.ogg",85
Sample,43293,0,"drs_HH.ogg",85
Sample,43293,0,"Harps_016.ogg",85
Sample,43293,0,"pf_144.ogg",85
Sample,43383,0,"pf_137.ogg",85
Sample,43473,0,"Harps_017.ogg",85
Sample,43473,0,"pf_144.ogg",85
Sample,43562,0,"Harps_018.ogg",85
Sample,43562,0,"pf_156.ogg",85
Sample,43652,0,"Harps_019.ogg",85
Sample,43652,0,"pf_162.ogg",85
Sample,43652,0,"drs_HH.ogg",85
Sample,43742,0,"Harps_020.ogg",85
Sample,43742,0,"pf_169.ogg",85
Sample,43832,0,"pf_182.ogg",85
Sample,43832,0,"Harps_021.ogg",85
Sample,44011,0,"pf_178.ogg",85
Sample,44011,0,"Harps_022.ogg",85
Sample,44011,0,"drs_HH.ogg",85
Sample,44191,0,"Harps_023.ogg",85
Sample,44191,0,"drs_doko2-1_003.ogg",85
Sample,44191,0,"pf_169.ogg",85
Sample,44191,0,"drs_doko2-1_000.ogg",100
Sample,44371,0,"drs_HH.ogg",85
Sample,44371,0,"Harps_024.ogg",85
Sample,44371,0,"drs_doko2-1_004.ogg",100
Sample,44371,0,"pf_182.ogg",85
Sample,44461,0,"drs_doko2-1_005.ogg",100
Sample,44550,0,"pf_173.ogg",85
Sample,44550,0,"drs_cym_029.ogg",100
Sample,44550,0,"pf_012.ogg",85
Sample,44730,0,"drs_HH.ogg",85
Sample,44820,0,"pf_161.ogg",85
Sample,44910,0,"pf_015.ogg",85
Sample,44910,0,"drs_cym_029.ogg",100
Sample,45089,0,"pf_187.ogg",85
Sample,45089,0,"drs_HH.ogg",85
Sample,45269,0,"drs_cym_029.ogg",100
Sample,45269,0,"pf_017.ogg",85
Sample,45449,0,"drs_HH.ogg",85
Sample,45628,0,"pf_022.ogg",85
Sample,45628,0,"drs_bd_000-s.ogg",85
Sample,45628,0,"drs_cym2_032.ogg",100
Sample,45718,0,"drs_cym2_033.ogg",100
Sample,45718,0,"drs_bd_000-s.ogg",85
Sample,45808,0,"drs_cym2_034.ogg",100
Sample,45808,0,"drs_bd_000-s.ogg",85
Sample,45808,0,"drs_HH.ogg",85
Sample,45898,0,"drs_bd_000-s.ogg",85
Sample,45898,0,"drs_cym2_035.ogg",100
Sample,45980,0,"daiji_005.ogg",85
Sample,45988,0,"drs_cym2_036.ogg",100
Sample,45988,0,"Harps_029.ogg",85
Sample,45988,0,"pf_000.ogg",85
Sample,45995,0,"pf_143.ogg",85
Sample,46085,0,"pf_149.ogg",85
Sample,46167,0,"drs_HH.ogg",85
Sample,46167,0,"pf_020.ogg",85
Sample,46167,0,"Harps_030.ogg",85
Sample,46175,0,"pf_143.ogg",85
Sample,46264,0,"pf_137.ogg",85
Sample,46347,0,"pf_000.ogg",85
Sample,46347,0,"Harps_031.ogg",85
Sample,46354,0,"pf_130.ogg",85
Sample,46437,0,"Harps_032.ogg",85
Sample,46444,0,"pf_137.ogg",85
Sample,46526,0,"drs_HH.ogg",85
Sample,46526,0,"pf_020.ogg",85
Sample,46526,0,"Harps_033.ogg",85
Sample,46534,0,"pf_130.ogg",85
Sample,46616,0,"Harps_034.ogg",85
Sample,46624,0,"pf_122.ogg",85
Sample,46706,0,"pf_009.ogg",85
Sample,46706,0,"Harps_035.ogg",85
Sample,46714,0,"pf_115.ogg",85
Sample,46803,0,"pf_108.ogg",85
Sample,46886,0,"drs_HH.ogg",85
Sample,46886,0,"Harps_036.ogg",85
Sample,46886,0,"pf_037.ogg",85
Sample,46893,0,"pf_103.ogg",85
Sample,46983,0,"pf_097.ogg",85
Sample,47065,0,"Harps_037.ogg",85
Sample,47065,0,"pf_009.ogg",85
Sample,47073,0,"pf_094.ogg",85
Sample,47163,0,"pf_105.ogg",85
Sample,47245,0,"drs_HH.ogg",85
Sample,47245,0,"pf_037.ogg",85
Sample,47245,0,"Harps_038.ogg",85
Sample,47252,0,"pf_108.ogg",85
Sample,47342,0,"pf_115.ogg",85
Sample,47425,0,"pf_010.ogg",85
Sample,47425,0,"Harps_039.ogg",85
Sample,47432,0,"pf_130.ogg",85
Sample,47522,0,"pf_137.ogg",85
Sample,47604,0,"pf_040.ogg",85
Sample,47604,0,"drs_HH.ogg",85
Sample,47604,0,"Harps_040.ogg",85
Sample,47612,0,"pf_131.ogg",85
Sample,47702,0,"pf_122.ogg",85
Sample,47784,0,"pf_010.ogg",85
Sample,47784,0,"Harps_041.ogg",85
Sample,47791,0,"pf_115.ogg",85
Sample,47874,0,"Harps_042.ogg",85
Sample,47881,0,"pf_122.ogg",85
Sample,47964,0,"Harps_043.ogg",85
Sample,47964,0,"pf_040.ogg",85
Sample,47964,0,"drs_HH.ogg",85
Sample,47971,0,"pf_115.ogg",85
Sample,48053,0,"Harps_044.ogg",85
Sample,48061,0,"pf_106.ogg",85
Sample,48143,0,"pf_013.ogg",85
Sample,48143,0,"Harps_045.ogg",85
Sample,48143,0,"drs_bd_000.ogg",85
Sample,48151,0,"pf_107.ogg",85
Sample,48211,0,"pf_117.ogg",85
Sample,48270,0,"pf_135.ogg",85
Sample,48323,0,"drs_HH.ogg",85
Sample,48323,0,"pf_044.ogg",85
Sample,48502,0,"pf_013.ogg",85
Sample,48682,0,"pf_044.ogg",85
Sample,48682,0,"drs_HH.ogg",85
Sample,48862,0,"pf_014.ogg",85
Sample,48862,0,"Harps_046.ogg",85
Sample,48869,0,"pf_144.ogg",85
Sample,48959,0,"pf_149.ogg",85
Sample,49041,0,"pf_046.ogg",85
Sample,49041,0,"drs_HH.ogg",85
Sample,49049,0,"pf_143.ogg",85
Sample,49139,0,"pf_137.ogg",85
Sample,49221,0,"pf_014.ogg",85
Sample,49229,0,"pf_130.ogg",85
Sample,49318,0,"pf_137.ogg",85
Sample,49401,0,"drs_HH.ogg",85
Sample,49401,0,"pf_047.ogg",85
Sample,49408,0,"pf_130.ogg",85
Sample,49498,0,"pf_122.ogg",85
Sample,49580,0,"Harps_047.ogg",85
Sample,49580,0,"pf_014.ogg",85
Sample,49588,0,"pf_110.ogg",85
Sample,49678,0,"pf_101.ogg",85
Sample,49760,0,"drs_HH.ogg",85
Sample,49760,0,"pf_047.ogg",85
Sample,49767,0,"pf_108.ogg",85
Sample,49857,0,"pf_110.ogg",85
Sample,49940,0,"pf_014.ogg",85
Sample,49947,0,"pf_122.ogg",85
Sample,50037,0,"pf_130.ogg",85
Sample,50119,0,"drs_HH.ogg",85
Sample,50119,0,"pf_047.ogg",85
Sample,50127,0,"pf_137.ogg",85
Sample,50217,0,"pf_143.ogg",85
Sample,50299,0,"pf_016.ogg",85
Sample,50306,0,"pf_159.ogg",85
Sample,50479,0,"pf_052.ogg",85
Sample,50479,0,"drs_HH.ogg",85
Sample,50658,0,"pf_016.ogg",85
Sample,50838,0,"pf_052.ogg",85
Sample,50838,0,"drs_HH.ogg",85
Sample,50845,0,"pf_156.ogg",85
Sample,50935,0,"pf_146.ogg",85
Sample,51017,0,"pf_003.ogg",85
Sample,51017,0,"drs_cym_rev.ogg",85
Sample,51025,0,"pf_152.ogg",85
Sample,51197,0,"drs_HH.ogg",85
Sample,51197,0,"pf_026.ogg",85
Sample,51377,0,"pf_003.ogg",85
Sample,51556,0,"drs_HH.ogg",85
Sample,51556,0,"pf_024.ogg",85
Sample,51736,0,"drs_cym2_037.ogg",85
Sample,51736,0,"drs_cym15.ogg",100
Sample,51916,0,"drs_HH.ogg",85
Sample,51916,0,"KUUKAN_001.ogg",85
Sample,52185,0,"KUUKAN_002.ogg",85
Sample,52275,0,"drs_HH.ogg",85
Sample,52455,0,"KUUKAN_003.ogg",85
Sample,52634,0,"drs_HH.ogg",85
Sample,52724,0,"KUUKAN_004.ogg",85
Sample,52994,0,"drs_HH.ogg",85
Sample,52994,0,"KUUKAN_005.ogg",85
Sample,53353,0,"KUUKAN_001.ogg",85
Sample,53353,0,"drs_HH.ogg",85
Sample,53622,0,"KUUKAN_002.ogg",85
Sample,53712,0,"drs_HH.ogg",85
Sample,53892,0,"KUUKAN_003.ogg",85
Sample,54071,0,"drs_HH.ogg",85
Sample,54161,0,"KUUKAN_004.ogg",85
Sample,54431,0,"KUUKAN_005.ogg",85
Sample,54431,0,"drs_HH.ogg",85
Sample,54790,0,"drs_HH.ogg",85
Sample,54790,0,"KUUKAN_011.ogg",85
Sample,55059,0,"KUUKAN_012.ogg",85
Sample,55149,0,"drs_HH.ogg",85
Sample,55329,0,"KUUKAN_013.ogg",85
Sample,55508,0,"drs_HH.ogg",85
Sample,55598,0,"KUUKAN_014.ogg",85
Sample,55868,0,"drs_HH.ogg",85
Sample,55868,0,"KUUKAN_015.ogg",85
Sample,56227,0,"drs_HH.ogg",85
Sample,56227,0,"KUUKAN_016.ogg",85
Sample,56497,0,"KUUKAN_012.ogg",85
Sample,56586,0,"drs_HH.ogg",85
Sample,56766,0,"KUUKAN_013.ogg",85
Sample,56946,0,"drs_HH.ogg",85
Sample,57035,0,"KUUKAN_019.ogg",85
Sample,57305,0,"KUUKAN_020.ogg",85
Sample,57305,0,"drs_HH.ogg",85
Sample,57664,0,"KUUKAN_021.ogg",85
Sample,57664,0,"drs_HH.ogg",85
Sample,57934,0,"KUUKAN_022.ogg",85
Sample,58023,0,"drs_HH.ogg",85
Sample,58203,0,"KUUKAN_023.ogg",85
Sample,58383,0,"drs_HH.ogg",85
Sample,58473,0,"KUUKAN_024.ogg",85
Sample,58742,0,"drs_HH.ogg",85
Sample,58742,0,"KUUKAN_025.ogg",85
Sample,59101,0,"drs_HH.ogg",85
Sample,59101,0,"KUUKAN_026.ogg",85
Sample,59371,0,"KUUKAN_022.ogg",85
Sample,59461,0,"drs_HH.ogg",85
Sample,59640,0,"KUUKAN_023.ogg",85
Sample,59820,0,"drs_HH.ogg",85
Sample,59910,0,"KUUKAN_024.ogg",85
Sample,60179,0,"KUUKAN_025.ogg",85
Sample,60179,0,"drs_HH.ogg",85
Sample,60359,0,"drs_cym15.ogg",100
Sample,60538,0,"drs_HH.ogg",85
Sample,60898,0,"drs_HH.ogg",85
Sample,61257,0,"drs_HH.ogg",85
Sample,61616,0,"drs_HH.ogg",85
Sample,61796,0,"drs_cym15.ogg",100
Sample,61976,0,"drs_HH.ogg",85
Sample,62335,0,"drs_HH.ogg",85
Sample,62524,0,"drs_cym15.ogg",100
Sample,62694,0,"drs_HH.ogg",85
Sample,63053,0,"drs_HH.ogg",85
Sample,63233,0,"drs_cym2_038.ogg",85
Sample,63233,0,"bgm2-3.ogg",85
Sample,63233,0,"drs_cym15.ogg",100
Sample,63233,0,"bgm1-3.ogg",85
Sample,68982,0,"pf_109.ogg",85
Sample,69161,0,"drs_HH.ogg",85
Sample,69341,0,"pf_109.ogg",85
Sample,69520,0,"pf_123.ogg",85
Sample,69520,0,"drs_HH.ogg",85
Sample,69880,0,"drs_HH.ogg",85
